ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917036P,AGAP004775,3401188,3415683,0,0
2L,EOG091703KW,AGAP004776,3402678,3404552,0,0
2L,EOG091700XI,AGAP004780,3453793,3459344,0,0
2L,EOG0917056S,AGAP004781,3464650,3465836,0,0
2L,EOG091700QO,AGAP004782,3469348,3473011,0,0
2L,EOG091703Y5,AGAP004784,3520010,3521879,0,0
2L,EOG0917067G,AGAP004785,3542108,3544112,0,0
2L,EOG091703J1,AGAP004787,3552547,3554642,0,0
2L,EOG09170BYK,AGAP004788,3573816,3574066,0,0
2L,EOG091706UM,AGAP004789,3574270,3575312,0,0
2L,EOG0917044R,AGAP004792,3580207,3583245,0,0
2L,EOG091703TV,AGAP004793,3585443,3590507,0,0
2L,EOG091705LD,AGAP004794,3597065,3598346,0,0
2L,EOG0917038T,AGAP004795,3615294,3630472,0,0
2L,EOG0917010C,AGAP004798,3639037,3645635,0,0
2L,EOG091708WX,AGAP004799,3720965,3721591,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091701MF,AGAP004800,3729952,3733779,0,0
2L,EOG091700CQ,AGAP004801,3738214,3744072,0,0
2L,EOG091704QK,AGAP004802,3746102,3747412,0,0
2L,EOG091703UX,AGAP004803,3747715,3749485,0,0
2L,EOG091708KW,AGAP004804,3749985,3750643,0,0
2L,EOG0917014E,AGAP004805,3758094,3777514,0,0
2L,EOG091709CV,AGAP004806,3779430,3780011,0,0
2L,EOG091709GA,AGAP004807,3780524,3781138,0,0
2L,EOG091701SI,AGAP004808,3790242,3793167,0,0
2L,EOG0917005E,AGAP004809,3793708,3797295,0.577,0
2L,EOG091708HZ,AGAP004810,3798626,3799390,0,0
2L,EOG09170AAK,AGAP004811,3800490,3801233,0,0
2L,EOG0917019O,AGAP004812,3803387,3807311,0,0
2L,EOG09170AEF,AGAP004814,3825976,3826708,0,0
2L,EOG0917082F,AGAP004816,3839526,3840275,0,0
2L,EOG091701M8,AGAP004817,3844469,3852663,0,0
2L,EOG091708G1,AGAP004819,3861247,3869625,0,0
2L,EOG091705C4,AGAP004823,3915261,3917699,0,0
2L,EOG091703S6,AGAP004824,3953487,3982092,0,0
2L,EOG091701C3,AGAP004825,3992654,3996254,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917008K,AGAP004827,4120678,4142005,0,1
2L,EOG091703SQ,AGAP004828,4153261,4156465,0,1
2L,EOG091707P1,AGAP004829,4159876,4171227,0,1
2L,EOG09170625,AGAP004830,4184228,4185754,0,1
2L,EOG09170687,AGAP004831,4201432,4202564,0,1
2L,EOG091701O0,AGAP004832,4214235,4217433,0,1
2L,EOG091702JZ,AGAP004833,4233579,4238089,0,1
2L,EOG0917046X,AGAP004834,4243691,4249860,0,1
2L,EOG091701BL,AGAP004835,4302587,4323649,0,1
2L,EOG09170AQO,AGAP004839,4376961,4377458,0,1
2L,EOG0917072Q,AGAP004840,4377502,4378519,0,1
2L,EOG091700KO,AGAP004841,4382188,4388124,0,1
2L,EOG0917072X,AGAP004842,4388695,4392236,0,1
2L,EOG091701QY,AGAP004843,4389075,4391016,0,1
2L,EOG091705CE,AGAP004844,4393035,4394190,0,1
2L,EOG0917035T,AGAP004846,4405292,4427118,0,1
2L,EOG091703GG,AGAP004847,4433671,4438248,0,1
2L,EOG091705SR,AGAP004848,4438778,4440964,0,1
2L,EOG091707SH,AGAP004849,4441964,4442904,0,1
2L,EOG09170019,AGAP004850,4448317,4459825,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091706YZ,AGAP004851,4463307,4464450,0,1
2L,EOG091700FG,AGAP004852,4468458,4474213,0,1
2L,EOG09170241,AGAP004853,4476884,4479415,0,1
2L,EOG091700FS,AGAP004854,4484191,4489084,0,1
2L,EOG091704B4,AGAP004855,4492324,4493945,0,1
2L,EOG091704I9,AGAP004856,4495104,4496644,0,1
2L,EOG091700UE,AGAP004858,4498818,4500330,0,1
2L,EOG091706R4,AGAP004859,4502064,4503060,0,1
2L,EOG091706U5,AGAP004861,4512483,4516244,0,1
2L,EOG091701KF,AGAP004862,4554530,4565883,0,1
2L,EOG0917031O,AGAP004864,4586760,4591451,0,1
2L,EOG0917083B,AGAP004865,4599569,4619863,0,1
2L,EOG091700K0,AGAP004866,4667808,4675971,0,1
2L,EOG09170BLX,AGAP004867,4677046,4677716,0,1
2L,EOG091704S6,AGAP004868,4680511,4691928,0,1
2L,EOG091700LD,AGAP004870,4692754,4697401,0,1
2L,EOG0917072J,AGAP004871,4749123,4756753,0,1
2L,EOG091704UW,AGAP004872,4760912,4762132,0,1
2L,EOG091700OO,AGAP004873,4769361,4800301,0,1
2L,EOG091701LJ,AGAP004874,4821176,4825510,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG09170BQ1,AGAP004875,4830049,4830309,0,0
2L,EOG0917051P,AGAP004876,4845959,4847193,0,0
2L,EOG091700ZH,AGAP004877,4852047,4865290,0,0
2L,EOG091704AC,AGAP004879,4879247,4880564,0,0
2L,EOG091705OC,AGAP004880,4905578,4908474,0,0
2L,EOG09170218,AGAP004881,4926047,4932193,0,0
2L,EOG091702LE,AGAP004882,4935466,4944652,0,0
2L,EOG09170AVJ,AGAP004883,4939419,4940037,0,0
2L,EOG091701FF,AGAP004884,4948909,4953123,0.309,0
2L,EOG091709EN,AGAP004885,4953606,4954285,0,0
2L,EOG09170598,AGAP004886,4956483,4961288,0,0
2L,EOG091709V7,AGAP004887,4970167,4971082,0,0
2L,EOG0917020J,AGAP004888,4971871,4974593,0,0
2L,EOG091708A9,AGAP004889,4975286,4976994,0,0
2L,EOG091704QU,AGAP004890,4976675,4985358,0,0
2L,EOG091705U0,AGAP004891,4987628,4988607,0,0
2L,EOG091706JG,AGAP004893,5018501,5019851,0,0
2L,EOG09170DW8,AGAP004894,5443810,5443974,0,0
2L,EOG091706KR,AGAP004895,5489591,5498202,0,0
2L,EOG09170541,AGAP004896,5501765,5504831,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917080V,AGAP004899,5627162,5628862,0,0
2L,EOG091706WJ,AGAP004900,5634319,5649497,0,0
2L,EOG091707MV,AGAP004903,5769012,5769799,0,0
2L,EOG0917031R,AGAP004904,5772129,5780988,0,0
2L,EOG091704IA,AGAP004905,5783830,5790233,0,0
2L,EOG091709NT,AGAP004906,5793410,5793967,0,0
2L,EOG09170AEV,AGAP004907,5801332,5801760,0,0
2L,EOG091703SL,AGAP004908,5802380,5804014,0,0
2L,EOG0917043G,AGAP004909,5815587,5817206,0,0
2L,EOG091705VY,AGAP004910,5818356,5819474,0,0
2L,EOG091708S5,AGAP004911,5822235,5822840,0,0
2L,EOG0917039D,AGAP004912,5826410,5831336,0,0
2L,EOG091705UO,AGAP004913,5844430,5845398,0,0
2L,EOG09170498,AGAP004914,5862363,5863688,0,0
2L,EOG091701AG,AGAP004916,5996795,5997795,0,0
2L,EOG091706XD,AGAP004920,6046958,6047946,0,0
2L,EOG091707MD,AGAP004921,6048236,6049215,0,0
2L,EOG091705QU,AGAP004923,6087277,6104141,0.424,0
2L,EOG091709VK,AGAP004928,6110338,6112146,0,0
2L,EOG091708RB,AGAP004929,6114489,6115455,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091705NC,AGAP004930,6121506,6122720,0,1
2L,EOG0917062N,AGAP004931,6130334,6131449,0,1
2L,EOG091706TQ,AGAP028394,6151959,6157959,0,1
2L,EOG091701U6,AGAP004932,6182802,6188676,0,1
2L,EOG091705C1,AGAP004933,6194335,6195585,0,1
2L,EOG09170093,AGAP004934,6196718,6201865,0,1
2L,EOG091709QS,AGAP004936,6208301,6208873,0,1
2L,EOG0917017Z,AGAP004937,6213790,6217616,0,1
2L,EOG091705SO,AGAP004940,6244207,6262504,0,1
2L,EOG091702Q7,AGAP004944,6544141,6546169,0,1
2L,EOG091703LH,AGAP004945,6551568,6553747,0,1
2L,EOG091700SQ,AGAP004946,6555241,6558606,0,1
2L,EOG09170567,AGAP004948,6693033,6694911,0,1
2L,EOG091709E2,AGAP004950,6923629,6993818,0,1
2L,EOG091705TF,AGAP004951,7150386,7151754,0,1
2L,EOG091707M8,AGAP004952,7172781,7173971,0,1
2L,EOG091703SF,AGAP004953,7174730,7176409,0,1
2L,EOG091705JD,AGAP004954,7178011,7180366,0,1
2L,EOG0917077W,AGAP004955,7181981,7182914,0,1
2L,EOG091701C1,AGAP004956,7183554,7186610,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091701O2,AGAP004957,7187167,7189946,0,1
2L,EOG0917019T,AGAP004958,7190352,7194211,0,1
2L,EOG091707BY,AGAP004959,7194668,7195587,0,1
2L,EOG091707C0,AGAP004960,7195996,7197131,0,1
2L,EOG091700Y3,AGAP004961,7209866,7213320,0,1
2L,EOG091704RQ,AGAP004962,7214394,7216073,0,1
2L,EOG091709IT,AGAP004964,7275745,7276271,0,1
2L,EOG091709IV,AGAP004965,7278164,7288742,0,1
2L,EOG0917022C,AGAP028425,7291721,7294713,0,1
2L,EOG091705GD,AGAP004968,7298886,7300354,0,1
2L,EOG0917031B,AGAP004969,7301876,7303528,0,1
2L,EOG09170523,AGAP004971,7331917,7333303,0,1
2L,EOG091701ML,AGAP004970,7334092,7338636,0,1
2L,EOG091705A7,AGAP004972,7365806,7367087,0,1
2L,EOG091706FW,AGAP004974,7438707,7440066,0,1
2L,EOG091701UG,AGAP004975,7441665,7444057,0,1
2L,EOG091701TG,AGAP004976,7448120,7450491,0,1
2L,EOG09170014,AGAP004977,7452452,7454889,0,1
2L,EOG091701S4,AGAP004978,7455553,7457890,0,1
2L,EOG091702FV,AGAP004979,7467846,7468225,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091700DZ,AGAP004981,7503467,7505872,0,1
2L,EOG091708HO,AGAP004984,7538867,7539986,0,1
2L,EOG091704VM,AGAP004985,7540054,7540925,0,1
2L,EOG0917098E,AGAP004986,7541839,7542463,0,1
2L,EOG091709SQ,AGAP004988,7550466,7551346,0,1
2L,EOG091709GH,AGAP004990,7586036,7586854,0,1
2L,EOG091707DN,AGAP004991,7587895,7588688,0,1
2L,EOG091704QX,AGAP004992,7589763,7591083,0,1
2L,EOG09170017,AGAP004993,7594392,7607743,0,1
2L,EOG09170BKJ,AGAP004994,7622152,7622776,0,1
2L,EOG091708NM,AGAP004995,7670655,7673469,0,1
2L,EOG091705C6,AGAP004996,7733493,7734921,0,1
2L,EOG09170388,AGAP004997,7737073,7738567,0,1
2L,EOG091706Y3,AGAP004998,7746797,7747757,0,1
2L,EOG091707C1,AGAP004999,7748193,7749112,0,1
2L,EOG091704X3,AGAP005000,7753288,7754369,0,1
2L,EOG091704P7,AGAP005001,7755822,7763502,0,1
2L,EOG091703QL,AGAP005002,7769154,7775159,0,1
2L,EOG091701DU,AGAP005003,7789022,7792072,0,1
2L,EOG091701GG,AGAP005006,7807839,7811820,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917075L,AGAP005009,7897872,7899230,0,1
2L,EOG0917085N,AGAP005010,7973481,8020949,0,1
2L,EOG0917052I,AGAP005011,8078288,8136322,0,1
2L,EOG09170477,AGAP005012,8287007,8288868,0,1
2L,EOG0917030J,AGAP005014,8297098,8299619,0,1
2L,EOG09170A2O,AGAP005015,8302620,8317074,0,1
2L,EOG091701NJ,AGAP005017,8324708,8327089,0,1
2L,EOG091706O4,AGAP005018,8327533,8328470,0,1
2L,EOG0917096Z,AGAP005019,8328944,8329489,0,1
2L,EOG091701KY,AGAP005020,8329992,8344698,0,1
2L,EOG09170151,AGAP005021,8334586,8337858,0,1
2L,EOG0917065F,AGAP005022,8371585,8372496,0,1
2L,EOG091708KN,AGAP005028,8532255,8540016,0,1
2L,EOG091705MU,AGAP005029,8569431,8580296,0,1
2L,EOG091701CK,AGAP005030,8588003,8599170,0,1
2L,EOG0917032W,AGAP005031,8613540,8619723,0,1
2L,EOG091702C8,AGAP005032,8623655,8626995,0,1
2L,EOG0917006U,AGAP005035,8652961,8659157,0,1
2L,EOG09170588,AGAP005036,8660226,8661557,0,1
2L,EOG091701NQ,AGAP005037,8668402,8700721,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091703L8,AGAP005038,8689589,8695812,0,1
2L,EOG091701AB,AGAP005039,8704441,8707533,0,1
2L,EOG091705GL,AGAP005040,8710708,8712076,0,1
2L,EOG09170A3U,AGAP005041,8718540,8723650,0,1
2L,EOG091700SR,AGAP005042,8751403,8758947,0,1
2L,EOG091701Z9,AGAP005043,8770771,8776180,0,1
2L,EOG091703XN,AGAP005045,8788345,8789880,0,1
2L,EOG09170ANT,AGAP005046,8792256,8793161,0,1
2L,EOG0917049O,AGAP005047,8795158,8796890,0,1
2L,EOG0917018A,AGAP028210,8808788,8809033,0,1
2L,EOG091701Y6,AGAP005048,8818559,8821078,0,1
2L,EOG09170AD7,AGAP005049,8821111,8821659,0,1
2L,EOG091707LU,AGAP005050,8822928,8823819,0,1
2L,EOG09170AP6,AGAP005051,8824062,8824536,0,1
2L,EOG091702W7,AGAP005052,8824970,8826698,0,1
2L,EOG091702KK,AGAP005053,8830317,8833158,0,1
2L,EOG091703YK,AGAP005054,8834960,8840409,0,1
2L,EOG09170B1U,AGAP005055,8880678,8883250,0,1
2L,EOG09170758,AGAP005056,8888002,8889257,0,1
2L,EOG091707KH,AGAP005058,8990758,9030148,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091702DA,AGAP005060,9149067,9150830,0,1
2L,EOG091708H8,AGAP005061,9150985,9153550,0,1
2L,EOG091706WD,AGAP005062,9155562,9158252,0,1
2L,EOG091702OO,AGAP005063,9167154,9181873,0,1
2L,EOG091706YP,AGAP005066,9253689,9254543,0,1
2L,EOG091703UA,AGAP005070,9483269,9485335,0,1
2L,EOG091701AJ,AGAP005072,9546103,9554248,0,1
2L,EOG091702VA,AGAP005073,9564761,9567229,0,1
2L,EOG091703QE,AGAP005074,9614343,9616139,0,1
2L,EOG091706Q3,AGAP005075,9645754,9651716,0,1
2L,EOG091702W8,AGAP005076,9658068,9692210,0,1
2L,EOG0917052N,AGAP005077,9718408,9719679,0,1
2L,EOG091705GY,AGAP005079,9737547,9746528,0,1
2L,EOG0917072Y,AGAP005080,9757430,9758194,0,1
2L,EOG091709FV,AGAP005081,9758875,9759546,0,1
2L,EOG0917001G,AGAP005082,9761099,9779252,0,1
2L,EOG091703DJ,AGAP005088,9875257,9877086,0,1
2L,EOG0917044O,AGAP005091,9920532,9941177,0,1
2L,EOG0917009X,AGAP005093,9950809,9957070,0,1
2L,EOG091707B0,AGAP005094,9959867,9960793,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917050S,AGAP005095,9969318,9971412,0,1
2L,EOG091707YX,AGAP005096,9978240,10024330,0,1
2L,EOG09170BUD,AGAP005098,10059627,10059806,0,1
2L,EOG0917083U,AGAP005099,10087962,10113493,0,1
2L,EOG091708N8,AGAP005100,10116753,10117515,0,1
2L,EOG09170066,AGAP005101,10117831,10125074,0,1
2L,EOG091701PV,AGAP005102,10126240,10127661,0,1
2L,EOG091704IT,AGAP005103,10139878,10141322,0,1
2L,EOG091706MS,AGAP005104,10146429,10147355,0,1
2L,EOG09170AOM,AGAP005107,10184952,10185335,0,1
2L,EOG091704I7,AGAP005108,10198660,10201996,0,1
2L,EOG09170ANI,AGAP005109,10202875,10203427,0,1
2L,EOG0917046T,AGAP005110,10204321,10206087,0,1
2L,EOG091701YN,AGAP005111,10218725,10228414,0,1
2L,EOG091705XO,AGAP005113,10229604,10232219,0,1
2L,EOG091701VJ,AGAP005115,10234695,10238042,0,1
2L,EOG091706FV,AGAP005116,10239222,10240159,0,1
2L,EOG0917087Z,AGAP005117,10242020,10244046,0,1
2L,EOG0917098J,AGAP005118,10244744,10245281,0,1
2L,EOG0917019U,AGAP005119,10245507,10248504,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917047L,AGAP005120,10249761,10251059,0,1
2L,EOG091708F6,AGAP005121,10251997,10252643,0,1
2L,EOG091705AO,AGAP005122,10253637,10254969,0,1
2L,EOG091702SV,AGAP005124,10258127,10263669,0,1
2L,EOG091701V8,AGAP005125,10285491,10288399,0,1
2L,EOG091705H1,AGAP005126,10309342,10310625,0,1
2L,EOG0917031V,AGAP005127,10332855,10335227,0,1
2L,EOG091706SY,AGAP005129,10338819,10339756,0,1
2L,EOG091703OI,AGAP005130,10340325,10342041,0,1
2L,EOG091708ZL,AGAP005131,10342290,10342682,0,1
2L,EOG091709OT,AGAP005132,10343817,10344509,0,1
2L,EOG091702JX,AGAP005133,10347397,10353265,0,1
2L,EOG09170351,AGAP005134,10355424,10358073,0,1
2L,EOG091705YQ,AGAP005137,10381740,10384703,0,1
2L,EOG09170482,AGAP005138,10441032,10449388,0,1
2L,EOG091701XQ,AGAP005139,10464003,10466664,0,1
2L,EOG091703DK,AGAP005141,10468143,10469860,0,1
2L,EOG091703HG,AGAP005142,10472721,10474541,0,1
2L,EOG0917053J,AGAP005143,10477353,10495460,0,1
2L,EOG091705CP,AGAP005144,10488204,10489489,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091701Y1,AGAP005146,10544803,10550076,0,1
2L,EOG0917023I,AGAP005147,10566122,10572569,0,1
2L,EOG091707QG,AGAP005148,10576842,10577613,0,1
2L,EOG09170BP8,AGAP005149,10577719,10577972,0,1
2L,EOG091709OK,AGAP005150,10581996,10582406,0,1
2L,EOG09170733,AGAP005152,10589545,10590426,0,1
2L,EOG091707DT,AGAP005153,10602348,10604207,0,1
2L,EOG09170199,AGAP005155,10640058,10644184,0,1
2L,EOG091705PI,AGAP005156,10651450,10734138,0,1
2L,EOG0917033T,AGAP005158,10768635,10770027,0,1
2L,EOG0917076V,AGAP005159,10773905,10775700,0,1
2L,EOG0917080H,AGAP005160,10785376,10810252,0,1
2L,EOG091703SX,AGAP005161,10812131,10816237,0,1
2L,EOG091701O5,AGAP005162,10820811,10847221,0,1
2L,EOG091702TB,AGAP005163,10907702,10909701,0,1
2L,EOG0917041T,AGAP005164,11054076,11118270,0,1
2L,EOG091701DX,AGAP005165,11131877,11241676,0,1
2L,EOG0917061Y,AGAP005167,11192031,11193411,0,1
2L,EOG091708YM,AGAP005168,11195971,11200471,0,1
2L,EOG091707SF,AGAP005169,11274453,11275835,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG091702O6,AGAP005170,11284851,11287489,0,1
2L,EOG091708MK,AGAP005171,11338076,11346317,0,1
2L,EOG09170A91,AGAP005172,11340609,11341921,0,1
2L,EOG0917016Z,AGAP005173,11368159,11374909,0,1
2L,EOG091704I3,AGAP005174,11376607,11377947,0,1
2L,EOG09170032,AGAP005175,11389330,11403942,0,1
2L,EOG091702EP,AGAP005176,11407622,11409098,0,1
2L,EOG091705ZU,AGAP005177,11409421,11410687,0,1
2L,EOG0917092Y,AGAP005179,11414718,11415633,0,1
2L,EOG091707GK,AGAP005182,11685185,11686024,0,1
2L,EOG091705BT,AGAP005183,11847212,11849149,0,1
2L,EOG091704VI,AGAP005185,12046833,12048186,0,1
2L,EOG091700AR,AGAP005187,12119908,12135054,0,1
2L,EOG09170265,AGAP005188,12143534,12147331,0,1
2L,EOG0917011O,AGAP005191,12152593,12155496,0,1
2L,EOG09170074,AGAP005193,12161061,12167511,0,1
2L,EOG091706GF,AGAP005194,12168138,12169173,0,1
2L,EOG091709P4,AGAP005197,12185863,12186321,0,1
2L,EOG09170590,AGAP005198,12189959,12191350,0,1
2L,EOG091706OM,AGAP005199,12191501,12192604,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG0917073N,AGAP005201,12197680,12198491,0,1
2L,EOG09170A4A,AGAP005202,12198919,12199248,0,1
2L,EOG091703NO,AGAP005203,12199616,12206271,0,1
2L,EOG091706GS,AGAP005205,12211358,12220587,0,1
2L,EOG091707O8,AGAP005206,12222491,12223290,0,1
2L,EOG091702G1,AGAP005207,12246061,12316072,0,1
2L,EOG091708UB,AGAP005208,12288495,12289440,0,1
2L,EOG091703HL,AGAP005209,12353685,12356143,0,1
2L,EOG091704BC,AGAP005210,12357143,12358851,0,1
2L,EOG0917032J,AGAP005211,12358996,12360793,0,1
2L,EOG091701ZY,AGAP005212,12361153,12363355,0,1
2L,EOG0917005W,AGAP005213,12366774,12399301,0,1
2L,EOG0917078S,AGAP005214,12377485,12378549,0,1
2L,EOG091704Q0,AGAP005215,12409311,12410723,0,1
2L,EOG091700A8,AGAP005216,12411321,12418274,0,1
2L,EOG091706E3,AGAP005218,12430456,12431735,0,1
2L,EOG091705BR,AGAP005220,12498643,12499732,0,1
2L,EOG091701PM,AGAP005221,12501169,12503766,0,1
2L,EOG091706LZ,AGAP005222,12506725,12515071,0,1
2L,EOG091707S7,AGAP005223,12522341,12526753,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2L,EOG09170518,AGAP005225,12527952,12529541,0,0
2L,EOG091708FS,AGAP005226,12530325,12531142,0,0
2L,EOG091702ML,AGAP005227,12535623,12538060,0,0
2L,EOG09170BEG,AGAP013141,12538777,12539028,0,0
2L,EOG09170B0Y,AGAP005228,12539063,12539849,0,0
2L,EOG0917047P,AGAP005229,12549284,12558294,0,0
2L,EOG091702WP,AGAP005230,12596948,12598564,0,0
2L,EOG091709IK,AGAP005231,12614542,12615240,0,0
2L,EOG091707VL,AGAP005233,12651084,12652962,0,0
2L,EOG091707PV,AGAP005234,12657335,12660566,0,0
2L,EOG091702L6,AGAP005235,12666575,12671179,0,0
2L,EOG091707RC,AGAP005236,12692990,12693965,0.774,0
2L,EOG091704WD,AGAP005238,12704455,12707834,0,0
2L,EOG0917069G,AGAP005239,12708085,12709261,0,0
2L,EOG091706TB,AGAP005240,12710883,12712181,0,0
2L,EOG0917093X,AGAP005241,12714544,12715791,0,0
2L,EOG091704H3,AGAP005242,12721454,12727400,0,0
