ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG09170A2K,AGAP001176,729586,730008,0,0
2R,EOG091706RN,AGAP001177,730546,733948,0,0
2R,EOG091709PM,AGAP001181,789297,789943,0,0
2R,EOG09170A3D,AGAP001182,795735,796336,0,0
2R,EOG0917091E,AGAP001184,811804,812476,0.519,0
2R,EOG091702XE,AGAP001185,820861,823404,0.899,0
2R,EOG0917098T,AGAP013177,1070940,1072162,0.743,0
2R,EOG091701F5,AGAP001187,1132064,1161234,0,0
2R,EOG091705L0,AGAP001190,1173922,1175549,0,0
2R,EOG091708PU,AGAP013056,1207447,1208095,0,0
2R,EOG09170B3V,AGAP001193,1214557,1215071,0,0
2R,EOG0917002Z,AGAP001194,1215908,1232126,0,0
2R,EOG091703A5,AGAP001195,1238210,1257506,0,0
2R,EOG091700WP,AGAP013523,1249000,1255302,0.937,0
2R,EOG091707RF,AGAP001196,1258058,1259090,0,0
2R,EOG091705YE,AGAP013230,1270412,1271785,0.795,0
2R,EOG0917097U,AGAP001197,1272611,1273662,0,0
2R,EOG0917004W,AGAP013386,1274224,1284558,0.672,0
2R,EOG091704C6,AGAP001198,1275500,1276407,0.259,0
2R,EOG091700A9,AGAP001200,1285765,1291040,0.901,0
2R,EOG0917081P,AGAP001201,1297008,1344391,0,0
2R,EOG091702ZK,AGAP001202,1402918,1404898,0,0
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091708H0,AGAP001203,1496600,1497106,0,1
2R,EOG091700C8,AGAP001205,1501390,1513371,0.989,1
2R,EOG091706PE,AGAP001206,1527766,1529013,0,1
2R,EOG091708H1,AGAP001207,1560280,1564387,0,1
2R,EOG091706JX,AGAP013518,1560741,1562260,0,1
2R,EOG0917080C,AGAP001208,1565052,1569115,0.684,1
2R,EOG091700AY,AGAP001209,1570811,1583778,0.593,1
2R,EOG091707SJ,AGAP001211,1586093,1588821,0,1
2R,EOG091704XP,AGAP013011,1590486,1592093,0.86,1
2R,EOG091707Y2,AGAP001212,1593824,1595243,0,1
2R,EOG091703KT,AGAP001213,1599878,1603974,0,1
2R,EOG091702AD,AGAP001215,1608289,1613085,0,1
2R,EOG09170BE9,AGAP013543,1611197,1611709,0,1
2R,EOG091704N6,AGAP001217,1615480,1616839,0,1
2R,EOG0917045R,AGAP001218,1618103,1620207,0,1
2R,EOG091707LO,AGAP001222,1636163,1637054,0,1
2R,EOG0917039O,AGAP001223,1637532,1639428,0.738,1
2R,EOG091701VS,AGAP001224,1639768,1641840,0,1
2R,EOG0917016K,AGAP001225,1642948,1646465,0,1
2R,EOG091705RG,AGAP001226,1647691,1648722,0,1
2R,EOG091700ZJ,AGAP001227,1648963,1652299,0,1
2R,EOG09170A06,AGAP001228,1652312,1652885,0,1
2R,EOG09170ADS,AGAP001230,1686238,1691977,0.321,1
2R,EOG0917032R,AGAP001231,1730409,1745786,0.369,1
2R,EOG091704FQ,AGAP001232,1746104,1747345,0,1
2R,EOG0917049F,AGAP001233,1747788,1749475,0,1
2R,EOG0917004M,AGAP001234,1750144,1757210,0,1
2R,EOG0917042Q,AGAP001235,1758193,1760443,0,1
2R,EOG091702WJ,AGAP001236,1770522,1772729,0,1
2R,EOG091709NJ,AGAP001237,1772988,1773835,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091700YM,AGAP001238,1789301,1815088,0,1
2R,EOG09170382,AGAP001240,1882699,1884655,0,1
2R,EOG09170792,AGAP001241,1905684,1906697,0,1
2R,EOG0917016A,AGAP013332,1934306,1938456,0.908,1
2R,EOG091706KZ,AGAP001242,1970271,1973082,0,1
2R,EOG09170221,AGAP001243,1988323,1990704,0,1
2R,EOG091706PB,AGAP001246,2031648,2032691,0,1
2R,EOG091702Y5,AGAP001247,2033356,2034280,0,1
2R,EOG091701UR,AGAP001249,2037107,2038088,0,1
2R,EOG091706QY,AGAP001252,2041741,2042734,0,1
2R,EOG091700UZ,AGAP001255,2046301,2052544,0,1
2R,EOG091700PU,AGAP001256,2053489,2058666,0,1
2R,EOG091707JM,AGAP001258,2066467,2067177,0,1
2R,EOG091700QB,AGAP001261,2089359,2091433,0,1
2R,EOG091704N8,AGAP001264,2095791,2097398,0,1
2R,EOG091701PN,AGAP001265,2101260,2106211,0,1
2R,EOG091701EL,AGAP001267,2126593,2131844,0,1
2R,EOG09170AIW,AGAP001268,2132674,2133327,0,1
2R,EOG091702OZ,AGAP001269,2140536,2145097,0,1
2R,EOG091706F8,AGAP001270,2146078,2147273,0,1
2R,EOG091700GI,AGAP001271,2148670,2158897,0,1
2R,EOG0917027Q,AGAP001272,2161865,2165658,0,1
2R,EOG091708MM,AGAP001275,2186143,2186808,0.508,1
2R,EOG091703ZQ,AGAP001276,2187254,2188780,0,1
2R,EOG09170A05,AGAP001277,2189476,2189948,0,1
2R,EOG091708SU,AGAP001278,2195493,2197228,0,1
2R,EOG09170A3T,AGAP013159,2206679,2207523,0,1
2R,EOG091703JE,AGAP001279,2217740,2219308,0,1
2R,EOG091704KI,AGAP001280,2263694,2265732,0,1
2R,EOG091702SM,AGAP001281,2269264,2274193,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG09170433,AGAP001284,2280101,2281706,0,1
2R,EOG09170187,AGAP001286,2472493,2475513,0,1
2R,EOG0917000R,AGAP001287,2476347,2498876,0,1
2R,EOG091701JY,AGAP001290,2505659,2508881,0.744,1
2R,EOG091707L8,AGAP001291,2539595,2571510,0.326,1
2R,EOG091701CF,AGAP001293,2620071,2623094,0,1
2R,EOG091703IF,AGAP001294,2623887,2625983,0,1
2R,EOG0917006V,AGAP001296,2634398,2644334,0.403,1
2R,EOG091705J6,AGAP001297,2646276,2647697,0,1
2R,EOG0917058I,AGAP013277,2656898,2658129,0,1
2R,EOG09170AOE,AGAP001303,2716354,2723763,0,1
2R,EOG091704JC,AGAP001304,2734846,2737423,0,1
2R,EOG091703U0,AGAP001308,2807523,2818374,0.366,1
2R,EOG0917049Q,AGAP001309,2838494,2840101,0,1
2R,EOG091706F4,AGAP001310,2840856,2842006,0,1
2R,EOG091704MX,AGAP001312,2843216,2845169,0,1
2R,EOG091708LH,AGAP001313,2847152,2868225,0,1
2R,EOG091707WO,AGAP001314,2874692,2875544,0,1
2R,EOG0917026V,AGAP001315,2882539,2977390,0,1
2R,EOG09170BGK,AGAP001316,2915593,2916318,0,1
2R,EOG09170565,AGAP001318,2979899,2981836,0,1
2R,EOG091702Y4,AGAP001319,2983391,2984995,0,1
2R,EOG091700RJ,AGAP001320,2987349,2991073,0,1
2R,EOG0917082E,AGAP001321,2992625,2993318,0,1
2R,EOG091701E1,AGAP001322,2993787,2997135,0,1
2R,EOG091700P0,AGAP001324,2999289,3003505,0,1
2R,EOG091706KT,AGAP001325,3004695,3008509,0,1
2R,EOG0917088J,AGAP001326,3009674,3010357,0,1
2R,EOG091701GK,AGAP001328,3039806,3049090,0,1
2R,EOG091701NI,AGAP001330,3124591,3195231,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG09170694,AGAP001332,3251613,3252710,0,1
2R,EOG091702DB,AGAP001333,3253959,3256689,0,1
2R,EOG091704QV,AGAP001334,3260278,3261405,0,1
2R,EOG09170B0G,AGAP001335,3266222,3281792,0,1
2R,EOG0917038R,AGAP001336,3286156,3287944,0,1
2R,EOG091701W8,AGAP001337,3308742,3311392,0,1
2R,EOG091703OJ,AGAP001339,3319866,3321548,0,1
2R,EOG091706V7,AGAP001340,3323087,3324091,0,1
2R,EOG091703O5,AGAP001343,3332349,3344862,0,1
2R,EOG0917066D,AGAP001344,3358519,3370810,0,1
2R,EOG091701UL,AGAP001345,3362647,3364773,0,1
2R,EOG09170874,AGAP001346,3380636,3381809,0,1
2R,EOG0917042B,AGAP001347,3382328,3383981,0,1
2R,EOG091705F8,AGAP001348,3384518,3388160,0,1
2R,EOG09170B5A,AGAP001351,3423284,3423529,0,1
2R,EOG091702JU,AGAP001352,3430998,3431895,0,1
2R,EOG091702HH,AGAP001356,3489213,3493788,0,1
2R,EOG091702YM,AGAP001357,3501596,3503448,0,1
2R,EOG091702O0,AGAP001358,3512832,3520273,0,1
2R,EOG091700RO,AGAP001360,3546285,3548750,0,1
2R,EOG091702CC,AGAP001361,3568692,3571213,0,1
2R,EOG091700EV,AGAP001362,3572442,3577240,0,1
2R,EOG091702BU,AGAP001363,3578190,3580460,0,1
2R,EOG091700VK,AGAP001365,3581815,3584529,0,1
2R,EOG091702LH,AGAP001366,3585064,3587099,0,1
2R,EOG091705CO,AGAP001367,3627250,3631555,0.785,1
2R,EOG091704GO,AGAP001368,3643044,3645080,0,1
2R,EOG091701GV,AGAP001369,3720448,3729943,0,1
2R,EOG091705HN,AGAP001370,3840142,3879594,0,1
2R,EOG09170906,AGAP001371,3885155,3885883,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG0917075O,AGAP001373,3996309,3998138,0,1
2R,EOG091704OR,AGAP001374,4001237,4002412,0,1
2R,EOG0917034H,AGAP001375,4010433,4012512,0,1
2R,EOG091704PX,AGAP001376,4014566,4016549,0,1
2R,EOG091704CI,AGAP001379,4039503,4049913,0,1
2R,EOG091707JS,AGAP001380,4050620,4051677,0,1
2R,EOG0917005H,AGAP001381,4053156,4061875,0,1
2R,EOG091707WU,AGAP001382,4067280,4077610,0,1
2R,EOG091700FD,AGAP001386,4103440,4111571,0,1
2R,EOG091707S8,AGAP001388,4120810,4122586,0,1
2R,EOG0917066V,AGAP001389,4128479,4139224,0,1
2R,EOG0917054T,AGAP001390,4142275,4145331,0.453,1
2R,EOG091701OJ,AGAP001391,4146363,4149418,0,1
2R,EOG091709GY,AGAP001392,4149680,4150780,0,1
2R,EOG0917091O,AGAP001393,4152445,4153075,0,1
2R,EOG091707W3,AGAP001394,4155365,4167690,0,1
2R,EOG0917063P,AGAP001395,4178104,4179000,0,1
2R,EOG091702QK,AGAP001397,4181464,4183005,0,1
2R,EOG091707N2,AGAP001398,4183804,4184912,0,1
2R,EOG0917018G,AGAP001399,4186475,4189730,0,1
2R,EOG091708NS,AGAP001400,4190589,4191354,0,1
2R,EOG091701IO,AGAP001402,4193941,4196511,0,1
2R,EOG0917087H,AGAP001403,4196724,4197308,0,1
2R,EOG0917025G,AGAP001404,4197826,4200745,0,1
2R,EOG091707DK,AGAP013257,4200869,4201633,0,1
2R,EOG091702YS,AGAP001405,4201702,4202833,0,1
2R,EOG091704RG,AGAP001407,4204769,4206121,0,1
2R,EOG09170AWR,AGAP001408,4206635,4207006,0,1
2R,EOG091701LO,AGAP001410,4334732,4351316,0,1
2R,EOG091707T3,AGAP001411,4483219,4496424,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091706DW,AGAP001412,4523318,4543046,0,1
2R,EOG09170BOL,AGAP001413,4558254,4558487,0,1
2R,EOG09170383,AGAP001414,4563300,4564900,0,1
2R,EOG0917019R,AGAP001415,4572745,4585913,0,1
2R,EOG091707XE,AGAP001416,4586620,4587258,0,1
2R,EOG09170BJW,AGAP013176,4606230,4606730,0,1
2R,EOG09170A5I,AGAP001417,4658529,4658945,0,1
2R,EOG091707B4,AGAP001420,4739393,4740249,0,1
2R,EOG091706T9,AGAP001422,4743112,4744435,0,1
2R,EOG091700KF,AGAP001423,4746244,4748099,0,1
2R,EOG091701ZQ,AGAP001424,4750041,4752631,0,1
2R,EOG091705LH,AGAP001425,4753564,4754920,0,1
2R,EOG091706VQ,AGAP001426,4756058,4757124,0.851,1
2R,EOG091700EF,AGAP001427,4761983,4771036,0,1
2R,EOG091704SO,AGAP013122,4784176,4785255,0,1
2R,EOG0917030W,AGAP001429,4787207,4790047,0,1
2R,EOG091707NL,AGAP001430,4794058,4795073,0,1
2R,EOG0917057C,AGAP001432,4798116,4799343,0.846,1
2R,EOG091704Z3,AGAP001434,4848635,4895916,0,1
2R,EOG091708LX,AGAP001439,5030043,5041653,0,1
2R,EOG091704YP,AGAP001440,5049886,5051303,0.282,1
2R,EOG0917054W,AGAP013284,5055622,5056878,0,1
2R,EOG091705EB,AGAP001442,5057406,5058655,0,1
2R,EOG091704KB,AGAP001443,5058685,5060107,0,1
2R,EOG091706ZY,AGAP001445,5136653,5137549,0,1
2R,EOG091702OC,AGAP001446,5140730,5199456,0.88,1
2R,EOG09170AHQ,AGAP013537,5147348,5148187,0.734,1
2R,EOG091705RQ,AGAP001447,5215413,5216497,0,1
2R,EOG091708FF,AGAP001448,5222247,5227462,0,1
2R,EOG0917078H,AGAP001449,5229907,5230716,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091707K1,AGAP013329,5231205,5231995,0,1
2R,EOG0917069F,AGAP001452,5255979,5260074,0,1
2R,EOG091702RC,AGAP001453,5263199,5266126,0.965,1
2R,EOG091707PW,AGAP001454,5266504,5267136,0,1
2R,EOG091700UA,AGAP001455,5268417,5280188,0,1
2R,EOG091708UL,AGAP001459,5283558,5284200,0,1
2R,EOG0917057U,AGAP001460,5286717,5290944,0,1
2R,EOG0917063H,AGAP001461,5292901,5294032,0,1
2R,EOG091701HB,AGAP001462,5294601,5296524,0,1
2R,EOG091702MW,AGAP001463,5296829,5298958,0,1
2R,EOG09170266,AGAP001464,5300731,5315509,0.717,1
2R,EOG091705X4,AGAP001466,5316668,5317902,0,1
2R,EOG091701DG,AGAP001467,5321976,5326279,0,1
2R,EOG091700WU,AGAP001468,5327695,5334260,0,1
2R,EOG091700P1,AGAP001469,5341315,5350782,0,1
2R,EOG091700OE,AGAP001470,5352331,5354988,0,1
2R,EOG091702A7,AGAP001472,5359826,5364330,0.494,1
2R,EOG09170203,AGAP001473,5364946,5369670,0,1
2R,EOG09170AUK,AGAP001474,5371628,5372306,0,1
2R,EOG091700V4,AGAP001475,5373543,5378008,0,1
2R,EOG091704NW,AGAP001476,5379031,5380414,0,1
2R,EOG091704MV,AGAP001477,5386653,5388221,0,1
2R,EOG09170042,AGAP001478,5390305,5394755,0.624,1
2R,EOG0917008Q,AGAP001480,5400867,5406762,0,1
2R,EOG091701JO,AGAP001482,5412254,5416055,0,1
2R,EOG091704AJ,AGAP001484,5427061,5428794,0,1
2R,EOG091701EX,AGAP001485,5437340,5449576,0.343,1
2R,EOG091701S3,AGAP001486,5443334,5461406,0.553,1
2R,EOG091705MR,AGAP001487,5476047,5497777,0,1
2R,EOG091705IG,AGAP001488,5553655,5554731,0,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091703SB,AGAP001490,5557024,5558691,0,1.36362831730475e-12
2R,EOG091707OA,AGAP001491,5559163,5559879,0,1.36362831730475e-12
2R,EOG091702XU,AGAP001492,5560688,5562819,0.882,1.36362831730475e-12
2R,EOG091709JH,AGAP001495,5610198,5630520,0,1.36362831730475e-12
2R,EOG0917016W,AGAP001497,5646482,5659413,0,1.36362831730475e-12
2R,EOG091703EL,AGAP001498,5668629,5670745,0,1.36362831730475e-12
2R,EOG091705JA,AGAP001499,5680743,5683799,0,1.36362831730475e-12
2R,EOG091705T2,AGAP001501,5689276,5690773,0,1.36362831730475e-12
2R,EOG09170AWV,AGAP001502,5691445,5692188,0,1.36362831730475e-12
2R,EOG09170157,AGAP001503,5692708,5694802,0,1.36362831730475e-12
2R,EOG09170909,AGAP001504,5697271,5698010,0,1.36362831730475e-12
2R,EOG09170528,AGAP001506,5698396,5700007,0,1.36362831730475e-12
2R,EOG091701UZ,AGAP001507,5701560,5704884,0,1.36362831730475e-12
2R,EOG091709AW,AGAP001511,5720291,5721245,0,1.36362831730475e-12
2R,EOG09170BGY,AGAP013185,5722326,5723159,0,1.36362831730475e-12
2R,EOG09170ALS,AGAP013005,5723884,5724933,0,1.36362831730475e-12
2R,EOG09170252,AGAP001512,5730254,5732718,0,1.36362831730475e-12
2R,EOG09170167,AGAP001513,5735736,5739949,0,1.36362831730475e-12
2R,EOG091705UI,AGAP001514,5742048,5744240,0,1.36362831730475e-12
2R,EOG091707KI,AGAP001515,5746501,5757790,0,1.36362831730475e-12
2R,EOG0917022H,AGAP001518,5770582,5777352,0,1.36362831730475e-12
2R,EOG0917004S,AGAP001519,5778065,5785758,0,1.36362831730475e-12
2R,EOG09170453,AGAP001520,5806006,5810521,0.972,1.36362831730475e-12
2R,EOG0917064J,AGAP001521,5826876,5828384,0,1.36362831730475e-12
2R,EOG091703WM,AGAP001522,5830073,5831564,0,1.36362831730475e-12
2R,EOG09170068,AGAP001523,5833263,5838593,0,1.36362831730475e-12
2R,EOG091707L4,AGAP001524,5839718,5840548,0.71,1.36362831730475e-12
2R,EOG091702MZ,AGAP001525,5843402,5845126,0.873,1.36362831730475e-12
2R,EOG091703H8,AGAP001526,5845641,5847456,0.868,1.36362831730475e-12
2R,EOG0917005X,AGAP001527,5848235,5855136,0.952,1.36362831730475e-12
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091706AM,AGAP013478,5857433,5858707,0,1
2R,EOG09170BKF,AGAP013519,5858820,5859273,0,1
2R,EOG091707KT,AGAP001530,5861356,5862298,0,1
2R,EOG09170411,AGAP001531,5882628,5884607,0.973,1
2R,EOG091703QM,AGAP001532,5890138,5912438,0,1
2R,EOG091701BV,AGAP001534,5936131,5939052,0,1
2R,EOG0917004P,AGAP001535,5943295,5955493,0.975,1
2R,EOG091703F2,AGAP001536,6024604,6034371,0,1
2R,EOG091701F6,AGAP001537,6040318,6043193,0,1
2R,EOG091707M7,AGAP001538,6043596,6045022,0,1
2R,EOG091703N3,AGAP001539,6045547,6047468,0,1
2R,EOG091700Q9,AGAP001541,6049755,6051861,0,1
2R,EOG091708UO,AGAP013269,6072041,6073513,0,1
2R,EOG09170AFB,AGAP001543,6076159,6076846,0,1
2R,EOG091704E3,AGAP001544,6086438,6088223,0,1
2R,EOG0917084W,AGAP001545,6090798,6091470,0,1
2R,EOG091702C3,AGAP001546,6091797,6094114,0,1
2R,EOG09170BOG,AGAP001548,6096338,6096532,0,1
2R,EOG091707LI,AGAP012990,6098616,6099047,0,1
2R,EOG091701SB,AGAP001549,6099753,6102610,0.966,1
2R,EOG091702LM,AGAP001550,6104668,6108266,0,1
2R,EOG091706IR,AGAP001551,6108929,6126216,0,1
2R,EOG0917030R,AGAP013243,6109710,6111048,0,1
2R,EOG091703S7,AGAP001552,6114600,6116024,0,1
2R,EOG091700RN,AGAP012996,6117533,6118953,0.685,1
2R,EOG09170447,AGAP013239,6119843,6121188,0,1
2R,EOG091705KM,AGAP001553,6124169,6125181,0,1
2R,EOG091702U7,AGAP001554,6128528,6130602,0,1
2R,EOG091706I1,AGAP013091,6144596,6145903,0.65,1
2R,EOG091700PR,AGAP013288,6149809,6159938,0.534,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091709NC,AGAP001556,6152226,6154270,0,0.000770176493543401
2R,EOG091700ZM,AGAP001557,6186490,6193122,0.385,0.000770176493543401
2R,EOG091708CL,AGAP001558,6215421,6236597,0,0.000770176493543401
2R,EOG0917014V,AGAP001559,6237596,6241453,0.87,0.000770176493543401
2R,EOG091706WV,AGAP001560,6255962,6256978,0,0.000770176493543401
2R,EOG0917053S,AGAP001561,6265512,6268016,0,0.000770176493543401
2R,EOG091700NX,AGAP001562,6270229,6274416,0.941,0.000770176493543401
2R,EOG091702XK,AGAP001563,6276757,6280676,0,0.000770176493543401
2R,EOG0917027B,AGAP001564,6286886,6299463,0,0.000770176493543401
2R,EOG091705XR,AGAP001565,6303989,6305412,0,0.000770176493543401
2R,EOG0917001S,AGAP001566,6308197,6324138,0,0.000770176493543401
2R,EOG091702UU,AGAP001568,6327150,6329082,0.766,0.000770176493543401
2R,EOG09170929,AGAP001569,6333567,6335662,0,0.000770176493543401
2R,EOG091703T1,AGAP001570,6347415,6352683,0,0.000770176493543401
2R,EOG09170B2O,AGAP001572,6356277,6356531,0,0.000770176493543401
2R,EOG09170552,AGAP001577,6374968,6416422,0.749,0.000770176493543401
2R,EOG091702XN,AGAP001581,6447914,6451539,0,0.000770176493543401
2R,EOG091700NS,AGAP001583,6464426,6477495,0,0.000770176493543401
2R,EOG09170BFH,AGAP001584,6479005,6479463,0,0.000770176493543401
2R,EOG091706XS,AGAP001585,6479940,6482286,0,0.000770176493543401
2R,EOG091706KX,AGAP001586,6483482,6484745,0,0.000770176493543401
2R,EOG0917009O,AGAP001587,6485944,6488932,0.914,0.000770176493543401
2R,EOG091701FS,AGAP001588,6491962,6495261,0,0.000770176493543401
2R,EOG091705ME,AGAP001589,6496913,6498226,0,0.000770176493543401
2R,EOG091700ZY,AGAP001590,6500797,6507823,0,0.000770176493543401
2R,EOG0917006P,AGAP001591,6519174,6525698,0,0.000770176493543401
2R,EOG091706EA,AGAP001593,6555150,6556426,0.41,0.000770176493543401
2R,EOG09170BR4,AGAP001595,6560347,6560899,0,0.000770176493543401
2R,EOG09170A5A,AGAP001596,6562276,6563519,0,0.000770176493543401
2R,EOG09170311,AGAP001597,6567817,6580077,0,0.000770176493543401
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG0917038W,AGAP001600,6631784,6633490,0,1
2R,EOG0917039N,AGAP001601,6634530,6636230,0,1
2R,EOG091702DD,AGAP001602,6641935,6644418,0.733,1
2R,EOG0917098Z,AGAP001603,6644987,6645721,0,1
2R,EOG091700HM,AGAP001606,6683334,6687805,0,1
2R,EOG0917024S,AGAP001608,6690169,6755015,0,1
2R,EOG091703GJ,AGAP001609,6777143,6796022,0,1
2R,EOG09170A2A,AGAP001610,6805241,6808656,0,1
2R,EOG091704ZY,AGAP001611,6810856,6812376,0,1
2R,EOG091700QA,AGAP001612,6812793,6815372,0,1
2R,EOG09170731,AGAP001613,6816551,6817958,0,1
2R,EOG091703K2,AGAP001614,6818634,6820463,0,1
2R,EOG091700VO,AGAP001615,6821134,6824721,0.325,1
2R,EOG091707UX,AGAP001617,6827828,6828683,0,1
2R,EOG091707RN,AGAP001618,6838328,6846975,0,1
2R,EOG091709UD,AGAP001619,6860512,6875955,0.607,1
2R,EOG091707WX,AGAP001620,6966595,6967350,0,1
2R,EOG0917074V,AGAP001621,6967883,6969403,0,1
2R,EOG091709AD,AGAP001622,6973180,6974563,0,1
2R,EOG091700LW,AGAP001623,6975668,6979509,0,1
2R,EOG0917057S,AGAP001624,6980725,6983523,0,1
2R,EOG0917094K,AGAP001626,7006343,7007037,0,1
2R,EOG091703S9,AGAP001627,7014163,7018377,0,1
2R,EOG091701TB,AGAP001628,7020547,7021876,0,1
2R,EOG0917072A,AGAP001630,7025340,7026083,0,1
2R,EOG091707M3,AGAP013377,7031639,7032582,0,1
2R,EOG091701K1,AGAP001632,7049726,7056168,0.722,1
2R,EOG09170001,AGAP001633,7152914,7184747,0.936,1
2R,EOG091702CU,AGAP001634,7195472,7197583,0,1
2R,EOG091702S0,AGAP001635,7210601,7212596,0.825,1
ctg,orthogroup,gene,start_gene,end_gene,value,adjust_p_value.l.
2R,EOG091701K5,AGAP001636,7217530,7220252,0,0
2R,EOG091708TJ,AGAP001637,7222874,7228373,0.717,0
